"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"200","Lumax Industries Limited","LUMAXIND","P&F | F.A","-1.32%","2916.25","1,663"
"339","Amara Raja Energy & Mobility Ltd","ARE&M","P&F | F.A","-1.32%","1594.5","265,288"
"566","SMS Lifesciences India Ltd","SMSLIFE","P&F | F.A","-1.32%","850","724"
"871","Sharda Cropchem Limited","SHARDACROP","P&F | F.A","-1.33%","493.8","56,322"
"1373","Rain Industries Limited","RAIN","P&F | F.A","-1.33%","171.29","1,117,924"
"249","Astral Poly Technik Limited","ASTRAL","P&F | F.A","-1.34%","2271.4","80,833"
"991","D.b.corp Limited","DBCORP","P&F | F.A","-1.34%","380.35","55,587"
"1795","UTI Nifty 5 yr Benchmark G-Sec ETF","NIF5GETF","P&F | F.A","-1.34%","56.53","150"
"10","Page Industries Limited","PAGEIND","P&F | F.A","-1.35%","39218.2","3,167"
"242","Kingfa Science & Technology (india) Limited","KINGFA","P&F | F.A","-1.35%","2355.45","3,758"
"414","Kalpataru Projects International Ltd","KPIL","P&F | F.A","-1.35%","1339.4","109,921"
"1265","JTL Industries Ltd","JTLIND","P&F | F.A","-1.35%","221.42","496,499"
"153","Foseco India Limited","FOSECOIND","P&F | F.A","-1.36%","4246.5","926"
"1277","Ppap Automotive Limited","PPAP","P&F | F.A","-1.36%","216.47","4,393"
"934","Race Eco Chain Ltd","RACE","P&F | F.A","-1.37%","429.25","7,667"
"1098","Orient Cement Limited","ORIENTCEM","P&F | F.A","-1.37%","304.95","827,768"
"450","Swelect Energy Systems Limited","SWELECTES","P&F | F.A","-1.39%","1178.3","21,810"
"167","Anand Rathi Wealth Ltd","ANANDRATHI","P&F | F.A","-1.4%","3939.6","19,615"
"427","CreditAccess Grameen Ltd","CREDITACC","P&F | F.A","-1.41%","1274.35","93,707"
"774","Brand Concepts Ltd","BCONCEPTS","P&F | F.A","-1.41%","584.95","5,760"
"1299","Elin Electronics Ltd","ELIN","P&F | F.A","-1.41%","203.9","171,792"
"1558","Bharat Gears Limited","BHARATGEAR","P&F | F.A","-1.41%","112.32","21,115"
"1564","Sinclairs Hotels Ltd","SINCLAIR","P&F | F.A","-1.41%","110.4","28,316"
"354","Seamec Limited","SEAMECLTD","P&F | F.A","-1.42%","1538.95","46,635"
"1028","Bansal Wire Industries Ltd","BANSALWIRE","P&F | F.A","-1.42%","351.7","316,943"
"1475","Modison Ltd","MODISONLTD","P&F | F.A","-1.42%","136.01","8,770"
"333","Neogen Chemicals Ltd","NEOGEN","P&F | F.A","-1.43%","1625.05","8,321"
"385","Lg Balakrishnan & Bros Limited","LGBBROSLTD","P&F | F.A","-1.43%","1433.85","6,898"
"798","Lumax Auto Technologies Limited","LUMAXTECH","P&F | F.A","-1.43%","560.55","101,096"
"879","Anant Raj Limited","ANANTRAJ","P&F | F.A","-1.43%","489.3","559,756"
"1112","Share India Securities Ltd","SHAREINDIA","P&F | F.A","-1.43%","297.25","81,735"
"1580","Shriram Properties Ltd","SHRIRAMPPS","P&F | F.A","-1.43%","104.6","525,018"
"570","Wockhardt Limited","WOCKPHARMA","P&F | F.A","-1.44%","844.9","229,469"
"1091","Jayant Agro Organics Limited","JAYAGROGN","P&F | F.A","-1.44%","308.85","23,560"
"1437","VALIANTLAB","VALIANTLAB","P&F | F.A","-1.44%","148.61","11,444"
"632","Cyient DLM Ltd","CYIENTDLM","P&F | F.A","-1.45%","754.55","145,283"
"1554","South West Pinnacle Exploration Ltd","SOUTHWEST","P&F | F.A","-1.45%","114","26,928"
"514","Automotive Stampings And Assemblies Limited","ASAL","P&F | F.A","-1.46%","984.2","20,344"
"704","Ion Exchange (India) Ltd","IONEXCHANG","P&F | F.A","-1.46%","660.35","361,299"
"446","Global Health Ltd","MEDANTA","P&F | F.A","-1.47%","1194.5","61,517"
"513","Pondy Oxides & Chemicals Ltd","POCL","P&F | F.A","-1.47%","988.85","42,541"
"803","Barbeque-Nation Hospitality Ltd","BARBEQUE","P&F | F.A","-1.48%","555.8","12,032"
"918","Fusion Micro Finance Ltd","FUSION","P&F | F.A","-1.48%","442.4","73,949"
"837","CMS Info Systems Ltd","CMSINFO","P&F | F.A","-1.5%","525.4","173,522"
"1255","Heidelbergcement India Limited","HEIDELBERG","P&F | F.A","-1.5%","223.85","232,460"
"1434","Euro India Fresh Foods Ltd","EIFFL","P&F | F.A","-1.5%","148.9","3,615"
"1830","Magnum Ventures Limited","MAGNUM","P&F | F.A","-1.5%","50.58","39,863"
"21","Shree Cements Limited","SHREECEM","P&F | F.A","-1.51%","27248.15","19,196"
"256","Venus Pipes & Tubes Ltd","VENUSPIPES","P&F | F.A","-1.52%","2166.15","11,391"
"642","Amrutanjan Health Care Limited","AMRUTANJAN","P&F | F.A","-1.52%","741","9,495"
"766","Jubilant Ingrevia Ltd","JUBLINGREA","P&F | F.A","-1.52%","589.75","599,779"
"278","Stylam Industries Ltd","STYLAMIND","P&F | F.A","-1.53%","1979.85","16,008"
"768","Marathon Nextgen Realty Limited","MARATHON","P&F | F.A","-1.53%","588.65","22,425"
"782","Sunteck Realty Limited","SUNTECK","P&F | F.A","-1.53%","574.95","387,972"
"1230","Sagar Cements Limited","SAGCEM","P&F | F.A","-1.55%","234.9","56,644"
"409","Fairchem Organics Ltd","FAIRCHEMOR","P&F | F.A","-1.56%","1348","9,795"
"842","Mahindra Logistics Ltd","MAHLOG","P&F | F.A","-1.56%","522.65","57,970"
"921","Security & Intelligence Services India","SIS","P&F | F.A","-1.56%","439.8","31,393"
"1612","Geekay Wires Ltd","GEEKAYWIRE","P&F | F.A","-1.56%","93.73","56,506"
"1684","Asian Granito India Limited","ASIANTILES","P&F | F.A","-1.56%","79.29","417,960"
"1082","AksharChem (India) Ltd","AKSHARCHEM","P&F | F.A","-1.57%","316.7","3,264"
"1690","Khaitan Chemicals & Fertilizers Ltd","KHAICHEM","P&F | F.A","-1.57%","78.33","131,569"
"196","Asian Paints Limited","ASIANPAINT","P&F | F.A","-1.58%","2951.75","1,153,272"
"1492","Intrasoft Technologies Limited","ISFT","P&F | F.A","-1.58%","133.1","9,982"
"1208","Firstsource Solutions Limited","FSL","P&F | F.A","-1.59%","245.47","816,460"
"599","Chalet Hotels Ltd","CHALET","P&F | F.A","-1.6%","809.05","36,707"
"1027","Ramco Systems Limited","RAMCOSYS","P&F | F.A","-1.6%","353.2","7,737"
"689","Shivalik Rasayan Ltd","SHIVALIK","P&F | F.A","-1.61%","676.8","6,863"
"1130","Engineers India Limited","ENGINERSIN","P&F | F.A","-1.61%","283.3","4,368,799"
"312","Sasken Communication Technologies Limited","SASKEN","P&F | F.A","-1.62%","1749.35","6,492"
"657","Insecticides (india) Limited","INSECTICID","P&F | F.A","-1.62%","717.7","11,269"
"1180","Epack Durable Ltd","EPACK","P&F | F.A","-1.62%","253.2","154,519"
"168","Schaeffler India Ltd","SCHAEFFLER","P&F | F.A","-1.63%","3930","108,617"
"639","Transformers And Rectifiers (india) Limited","TRIL","P&F | F.A","-1.63%","748.95","26,125"
"1078","Krbl Limited","KRBL","P&F | F.A","-1.63%","319.2","652,921"
"604","JITF Infra Logistics Ltd","JITFINFRA","P&F | F.A","-1.64%","798","4,030"
"935","Asahi Songwon Colors Limited","ASAHISONG","P&F | F.A","-1.64%","428.8","10,465"
"989","ASK Automotive Ltd","ASKAUTOLTD","P&F | F.A","-1.64%","381","67,735"
"61","Hitachi Energy India Ltd","POWERINDIA","P&F | F.A","-1.65%","12158","21,974"
"365","Jubilant Industries Limited","JUBLINDS","P&F | F.A","-1.65%","1500.7","9,308"
"1114","Nocil Limited","NOCIL","P&F | F.A","-1.65%","295.55","206,181"
"1216","Kakatiya Cement Sugar & Industries Limited","KAKATCEM","P&F | F.A","-1.65%","242.39","7,207"
"1394","Banswara Syntex Limited","BANSWRAS","P&F | F.A","-1.65%","166","22,000"
"966","Panama Petrochem Limited","PANAMAPET","P&F | F.A","-1.66%","400.65","100,655"
"1811","Dcw Limited","DCW","P&F | F.A","-1.66%","53.19","818,647"
"1125","Crown Lifters Ltd","CROWN","P&F | F.A","-1.67%","286","3,405"
"1566","Visaka Industries Limited","VISAKAIND","P&F | F.A","-1.67%","110.25","68,603"
"1508","Omaxe Limited","OMAXE","P&F | F.A","-1.69%","127.15","168,465"
"1243","Electronics Mart India Ltd","EMIL","P&F | F.A","-1.7%","229.17","174,117"
"163","Tube Investments of India Ltd","TIINDIA","P&F | F.A","-1.71%","4082.8","95,837"
"680","Windlas Biotech Ltd","WINDLAS","P&F | F.A","-1.71%","688.8","26,222"
"1240","Ashoka Buildcon Limited","ASHOKA","P&F | F.A","-1.71%","231.69","543,567"
"933","Ram Ratna Wires Ltd","RAMRAT","P&F | F.A","-1.72%","429.6","22,523"
"178","Ratnamani Metals & Tubes Limited","RATNAMANI","P&F | F.A","-1.73%","3619.1","6,560"
"665","Redtape Ltd","REDTAPE","P&F | F.A","-1.73%","707.45","35,168"
"673","Archean Chemical Industries Ltd","ACI","P&F | F.A","-1.73%","699.95","182,951"
"1332","Apeejay Surrendra Park Hotels Ltd","PARKHOTELS","P&F | F.A","-1.73%","189.96","80,860"
"1207","Nath Bio-genes (india) Limited","NATHBIOGEN","P&F | F.A","-1.74%","245.8","30,515"
"1586","GMR Power & Urban Infra Ltd","GMRP&UI","P&F | F.A","-1.75%","101.35","3,036,979"
"1599","Renaissance Global Ltd","RGL","P&F | F.A","-1.75%","97.72","109,758"
"1669","Radiant Cash Management Services Ltd","RADIANTCMS","P&F | F.A","-1.75%","82.35","105,282"
"1041","Walchandnagar Industries Limited","WALCHANNAG","P&F | F.A","-1.76%","340.97","1,028,116"
"1263","Capri Global Capital Limited","CGCL","P&F | F.A","-1.76%","222.51","66,124"
"890","Tamilnad Mercantile Bank Ltd","TMB","P&F | F.A","-1.77%","473","59,496"
"1618","Gss Infotech Limited","GSS","P&F | F.A","-1.77%","93.32","2,604"
"931","Aadhar Housing Finance Ltd","AADHARHFC","P&F | F.A","-1.78%","431","2,495,688"
"1089","Finolex Industries Limited","FINPIPE","P&F | F.A","-1.78%","309.6","183,573"
"1168","Sunflag Iron And Steel Company Limited","SUNFLAG","P&F | F.A","-1.78%","260.37","156,079"
"472","Bharti Hexacom Ltd","BHARTIHEXA","P&F | F.A","-1.8%","1071.05","109,343"
"1468","Emami Paper Mills Ltd","EMAMIPAP","P&F | F.A","-1.8%","137","34,295"
"1574","Kanpur Plastipack Ltd","KANPRPLA","P&F | F.A","-1.81%","108.74","2,091"
"937","Oriental Aromatics Ltd","OAL","P&F | F.A","-1.82%","428.35","5,875"
"97","Dynamatic Technologies Limited","DYNAMATECH","P&F | F.A","-1.84%","6910","2,547"
"182","Bannari Amman Sugars Limited","BANARISUG","P&F | F.A","-1.84%","3330.6","830"
"810","Repco Home Finance Limited","REPCOHOME","P&F | F.A","-1.84%","548.6","113,552"
"565","Jai Balaji Industries Limited","JAIBALAJI","P&F | F.A","-1.85%","853","14,015"
"967","Td Power Systems Limited","TDPOWERSYS","P&F | F.A","-1.85%","397.6","176,355"
"852","Max Estates Ltd","MAXESTATES","P&F | F.A","-1.86%","511.7","40,454"
"1261","Superhouse Limited","SUPERHOUSE","P&F | F.A","-1.88%","223","3,429"
"538","MSTC Ltd","MSTCLTD","P&F | F.A","-1.89%","908.6","246,805"
"576","K.p.r. Mill Limited","KPRMILL","P&F | F.A","-1.89%","839.95","45,804"
"1535","T T Limited","TTL","P&F | F.A","-1.89%","118","8,115"
"308","TBO Tek Ltd","TBOTEK","P&F | F.A","-1.9%","1772.3","12,107"
"590","Cosmo Films Ltd","COSMOFIRST","P&F | F.A","-1.9%","825.25","17,492"
"602","ICE Make Refrigeration Ltd","ICEMAKE","P&F | F.A","-1.9%","803.45","12,484"
"1245","Gujarat Pipavav Port Limited","GPPL","P&F | F.A","-1.9%","227.5","1,359,860"
"1665","PLAZACABLE","PLAZACABLE","P&F | F.A","-1.91%","83.66","87,837"
"53","TVS Holdings Ltd","TVSHLTD","P&F | F.A","-1.92%","13312.8","1,204"
"1256","Ptc India Limited","PTC","P&F | F.A","-1.92%","223.84","1,652,298"
"911","Gna Axles Limited","GNA","P&F | F.A","-1.93%","446.2","75,858"
"323","Sundaram Clayton Ltd","SUNCLAY","P&F | F.A","-1.94%","1706.95","2,890"
"422","Dhunseri Investments Limited","DHUNINV","P&F | F.A","-1.94%","1320.65","363"
"809","Uflex Limited","UFLEX","P&F | F.A","-1.94%","548.85","31,446"
"1744","Art Nirman Ltd","ARTNIRMAN","P&F | F.A","-1.94%","67.78","7,833"
"687","Subros Limited","SUBROS","P&F | F.A","-1.95%","683.55","40,006"
"1362","Ganges Securities Ltd","GANGESSECU","P&F | F.A","-1.98%","175.56","3,326"
"1469","Airo Lam Ltd","AIROLAM","P&F | F.A","-1.98%","136.81","1,891"
"959","Dalmia Bharat Sugar And Industries Limited","DALMIASUG","P&F | F.A","-1.99%","412.75","32,260"
"1347","Samhi Hotels Ltd","SAMHI","P&F | F.A","-1.99%","182.85","620,745"
"322","Azad Engineering Ltd","AZAD","P&F | F.A","-2%","1709.7","48,614"
"429","Va Tech Wabag Limited","WABAG","P&F | F.A","-2%","1255.75","231,455"
"1341","IIFL Securities Ltd","IIFLSEC","P&F | F.A","-2%","185.8","211,788"
"473","Fertilizers And Chemicals Travancore Limited","FACT","P&F | F.A","-2.01%","1067.8","298,182"
"744","Mayur Uniquoters Ltd","MAYURUNIQ","P&F | F.A","-2.02%","614.75","37,876"
"1502","Suven Life Sciences Limited","SUVEN","P&F | F.A","-2.02%","130.58","170,651"
"1372","Spml Infra Limited","SPMLINFRA","P&F | F.A","-2.03%","171.39","45,297"
"1375","Hubtown Limited","HUBTOWN","P&F | F.A","-2.03%","170.86","36,782"
"894","Gocl Corporation Limited","GOCLCORP","P&F | F.A","-2.06%","465.35","32,391"
"1779","Aro Granite Industries Limited","AROGRANITE","P&F | F.A","-2.06%","59.87","21,209"
"420","D. P. Abhushan Ltd","DPABHUSHAN","P&F | F.A","-2.08%","1323.4","7,829"
"1195","Hitech Corporation","HITECHCORP","P&F | F.A","-2.08%","249","56,850"
"368","Indigo Paints Ltd","INDIGOPNTS","P&F | F.A","-2.1%","1488.9","61,912"
"912","Juniper Hotels Ltd","JUNIPER","P&F | F.A","-2.13%","445.3","23,504"
"1080","Ritco Logistics Ltd","RITCO","P&F | F.A","-2.14%","317.65","61,516"
"1430","Lagnam Spintex Ltd","LAGNAM","P&F | F.A","-2.14%","151","2,723"
"625","Jindal Poly Films Limited","JINDALPOLY","P&F | F.A","-2.17%","768","16,227"
"1189","DCM Nouvelle Ltd","DCMNVL","P&F | F.A","-2.17%","251.31","15,780"
"807","Ifb Agro Industries Limited","IFBAGRO","P&F | F.A","-2.19%","551.5","13,533"
"817","Medi Assist Healthcare Services Ltd","MEDIASSIST","P&F | F.A","-2.19%","540.85","37,816"
"1143","Aries Agro Limited","ARIES","P&F | F.A","-2.21%","274.1","74,265"
"1161","Gic Housing Finance Limited","GICHSGFIN","P&F | F.A","-2.21%","264.51","323,371"
"582","Shoppers Stop Limited","SHOPERSTOP","P&F | F.A","-2.23%","832.5","19,611"
"417","Astec Lifesciences Limited","ASTEC","P&F | F.A","-2.25%","1334.05","13,574"
"522","Eldeco Housing & Industries Ltd","ELDEHSG","P&F | F.A","-2.25%","956.95","2,292"
"678","Sonata Software Limited","SONATSOFTW","P&F | F.A","-2.25%","694.5","1,857,637"
"1206","Religare Enterprises Limited","RELIGARE","P&F | F.A","-2.26%","246.1","404,930"
"1345","Deep Energy Resources Ltd","DEEPENR","P&F | F.A","-2.26%","183","16,334"
"464","India Motor Parts And Accessories Limited","IMPAL","P&F | F.A","-2.31%","1107.85","2,005"
"1622","CL Educate","CLEDUCATE","P&F | F.A","-2.31%","92.43","39,947"
"977","Zuari Industries Ltd","ZUARIIND","P&F | F.A","-2.32%","388.65","92,727"
"1220","Shree Pushkar Chemicals & Fertilisers Limited","SHREEPUSHK","P&F | F.A","-2.34%","240.44","38,980"
"735","Dolphin Offshore Enterprises (India) Ltd","DOLPHIN","P&F | F.A","-2.35%","623","695"
"1463","Dhampur Bio Organics Ltd","DBOL","P&F | F.A","-2.35%","138.86","79,676"
"227","Sharda Motor Industries Limited","SHARDAMOTR","P&F | F.A","-2.36%","2612.4","23,874"
"956","Blue Jet Healthcare Ltd","BLUEJET","P&F | F.A","-2.37%","414.3","111,290"
"1559","Tokyo Plast International Limited","TOKYOPLAST","P&F | F.A","-2.37%","112.26","5,792"
"1701","Tarmat Limited","TARMAT","P&F | F.A","-2.39%","76.8","8,416"
"1805","MITCON-RE","MITCON-RE","P&F | F.A","-2.39%","54.02","4,451"
"1087","DMCC Speciality Chemicals Ltd","DMCC","P&F | F.A","-2.42%","310.5","33,337"
"1782","Patel Engineering Limited","PATELENG","P&F | F.A","-2.44%","59.7","3,810,438"
"944","Liberty Shoes Limited","LIBERTSHOE","P&F | F.A","-2.45%","422.05","31,813"
"1596","Shipping Corporation of India Land & Assets Ltd","SCILAL","P&F | F.A","-2.47%","98.76","4,453,422"
"407","Kajaria Ceramics Limited","KAJARIACER","P&F | F.A","-2.5%","1355","60,490"
"1455","Zodiac Clothing Company Limited","ZODIACLOTH","P&F | F.A","-2.51%","141","10,407"
"844","Motilal Oswal Financial Services Limited","MOTILALOFS","P&F | F.A","-2.54%","518.95","328,859"
"493","Eris Lifesciences","ERIS","P&F | F.A","-2.57%","1016.4","2,366,696"
"1718","Jain Irrigation Systems Limited","JISLJALEQS","P&F | F.A","-2.57%","73.03","4,685,629"
"1761","Edelweiss Financial Services Limited","EDELWEISS","P&F | F.A","-2.57%","63.42","2,702,891"
"1664","Signet Industries Ltd","SIGIND","P&F | F.A","-2.58%","83.87","50,728"
"123","Mazagon Dock Shipbuilders Ltd","MAZDOCK","P&F | F.A","-2.6%","5409","751,994"
"391","The Great Eastern Shipping Company Limited","GESHIP","P&F | F.A","-2.6%","1402.7","941,789"
"1667","Suryalakshmi Cotton Mills Limited","SURYALAXMI","P&F | F.A","-2.6%","82.89","24,317"
"461","Allsec Technologies Limited","ALLSEC","P&F | F.A","-2.61%","1118.95","10,849"
"214","Cochin Shipyard","COCHINSHIP","P&F | F.A","-2.68%","2753.05","821,229"
"233","Garden Reach Shipbuilders & Engineers Ltd","GRSE","P&F | F.A","-2.7%","2518.25","557,726"
"1215","Reliance Chemotex Industries Ltd","RELCHEMQ","P&F | F.A","-2.77%","242.53","26,823"
"1323","Kriti Industries (India) Ltd","KRITI","P&F | F.A","-2.77%","194.97","38,890"
"975","Valiant Organics Ltd","VALIANTORG","P&F | F.A","-2.81%","392.55","204,286"
"779","Railtel Corporation of India Ltd","RAILTEL","P&F | F.A","-2.82%","580.05","9,479,159"
"1738","Megasoft Limited","MEGASOFT","P&F | F.A","-2.82%","68.9","80,997"
"568","AGI Greenpac Ltd","AGI","P&F | F.A","-2.86%","847.9","63,488"
"401","Mallcom (India) Ltd","MALLCOM","P&F | F.A","-2.9%","1380.55","6,361"
"585","Gm Breweries Limited","GMBREW","P&F | F.A","-2.9%","830.7","62,886"
"1594","Tpl Plastech Limited","TPLPLASTEH","P&F | F.A","-2.9%","99.53","446,493"
"259","Sky Gold Ltd","SKYGOLD","P&F | F.A","-2.92%","2149.9","10,071"
"1047","63 Moons Technologies","63MOONS","P&F | F.A","-2.92%","337.2","73,600"
"1135","R K Swamy Ltd","RKSWAMY","P&F | F.A","-2.92%","280.6","92,896"
"1244","Refex Industries Limited","REFEX","P&F | F.A","-2.92%","228.73","430,253"
"788","Ponni Sugars (erode) Limited","PONNIERODE","P&F | F.A","-2.93%","569.05","88,951"
"847","Faze Three Ltd","FAZE3Q","P&F | F.A","-2.93%","513.45","18,720"
"152","Sundaram Finance Limited","SUNDARMFIN","P&F | F.A","-2.94%","4319.95","20,126"
"1400","Windsor Machines Limited","WINDMACHIN","P&F | F.A","-2.99%","162.83","64,681"
"783","Indegene Ltd","INDGN","P&F | F.A","-3%","571.2","256,032"
"194","Naga Dhunseri Group Limited","NDGL","P&F | F.A","-3.02%","3010.05","45"
"373","ISGEC Heavy Engineering  Ltd","ISGEC","P&F | F.A","-3.04%","1454.75","39,059"
"1227","R. S. Software (india) Limited","RSSOFTWARE","P&F | F.A","-3.04%","236","66,081"
"1158","Sundaram Finance Holdings Ltd","SUNDARMHLD","P&F | F.A","-3.05%","265.6","127,843"
"428","Brigade Enterprises Limited","BRIGADE","P&F | F.A","-3.06%","1271.75","87,390"
"1685","Sadhana Nitro Chem Ltd","SADHNANIQ","P&F | F.A","-3.07%","79.12","273,407"
"1010","Pg Electroplast Limited","PGEL","P&F | F.A","-3.08%","365","503,187"
"724","Welspun Corp Limited","WELCORP","P&F | F.A","-3.1%","638.05","343,822"
"445","Maithan Alloys Limited","MAITHANALL","P&F | F.A","-3.2%","1196.95","32,650"
"997","Shreyas Shipping & Logistics Limited","SHREYAS","P&F | F.A","-3.2%","377.65","148,171"
"1579","AFIL","AFIL","P&F | F.A","-3.22%","104.85","150,759"
"1704","Paisalo Digital Ltd","PAISALO","P&F | F.A","-3.26%","75.92","743,524"
"909","Kernex Microsystems (india) Limited","KERNEX","P&F | F.A","-3.27%","448.8","174,062"
"1003","Synergy Green Industries Ltd","SGIL","P&F | F.A","-3.44%","369.05","24,851"
"254","Kirloskar Brothers Limited","KIRLOSBROS","P&F | F.A","-3.49%","2191.85","44,618"
"1344","Arvee Laboratories (India) Ltd","ARVEE","P&F | F.A","-3.61%","183.15","130"
"1498","Oriental Hotels Limited","ORIENTHOT","P&F | F.A","-3.64%","131.65","384,485"
"960","The Peria Karamalai Tea & Produce Company Limited","PKTEA","P&F | F.A","-3.73%","405","764"
"1053","Sejal Glass Ltd","SEJALLTD","P&F | F.A","-4.01%","334.3","295"
"453","Wonder Electricals Ltd","WEL","P&F | F.A","-4.09%","1155","1,911"
"1749","Modern Threads (I) Ltd","MODTHREAD","P&F | F.A","-4.12%","66.14","1,593"
"1066","Gallantt Metal Limited","GALLANTT","P&F | F.A","-4.13%","326","39,794"
"1304","Ivp Limited","IVP","P&F | F.A","-4.3%","202.1","7,214"
"1059","Shipping Corporation Of India Limited","SCI","P&F | F.A","-4.31%","330.75","7,532,162"
"1692","VL E-Governance & IT Solutions Ltd","VLEGOV","P&F | F.A","-4.44%","78.12","254,315"
"993","Huhtamaki India Ltd","HUHTAMAKI","P&F | F.A","-4.49%","379.7","222,143"
"499","Rane Brake Lining Limited","RBL","P&F | F.A","-4.52%","1002","37,712"
"922","Puravankara Projects Limited","PURVA","P&F | F.A","-4.57%","437.2","41,171"
"480","Kaushalya Infrastructure Development Corporation Limited","KAUSHALYA","P&F | F.A","-4.97%","1054.3","1,789"
"1787","A B M International Ltd","ABMINTLLTD","P&F | F.A","-4.98%","58.2","518"
"731","Kaya Limited","KAYA","P&F | F.A","-4.99%","630.6","7,277"
"347","Aurionpro Solutions Limited","AURIONPRO","P&F | F.A","-5%","1570.7","33,023"
"1330","Gpt Infraprojects Limited","GPTINFRA","P&F | F.A","-5%","190.1","63,318"
"1420","Sical Logistics Ltd","SICALLOG","P&F | F.A","-5%","153.6","5,191"
"1658","Raj Television Network Limited","RAJTV","P&F | F.A","-5.01%","86.49","7,885"
"1770","Generic Engineering Construction & Projects Ltd","GENCON","P&F | F.A","-5.01%","61.63","65,778"
"759","Hpl Electric & Power Limited","HPL","P&F | F.A","-5.43%","598.85","727,288"
"830","Ge Power India Limited","GEPIL","P&F | F.A","-7.52%","528.45","1,005,495"
