"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"45","ZF Commercial Vehicle Control System India Ltd","ZFCVINDIA","P&F | F.A","-0.61%","15791.65","1,154"
"1272","Rswm Limited","RSWM","P&F | F.A","-0.61%","218.36","32,842"
"1331","Tainwala Chemical And Plastic (i) Limited","TAINWALCHM","P&F | F.A","-0.61%","190","427"
"206","Teamlease Services Limited","TEAMLEASE","P&F | F.A","-0.62%","2884.7","16,824"
"291","Vinati Organics Limited","VINATIORGA","P&F | F.A","-0.62%","1897.05","9,749"
"382","Techno Electric & Engineering Company Ltd","TECHNOE","P&F | F.A","-0.62%","1437.95","22,069"
"181","Kddl Limited","KDDL","P&F | F.A","-0.63%","3340","4,610"
"438","Rainbow Childrens Medicare Ltd","RAINBOW","P&F | F.A","-0.63%","1222.25","22,432"
"792","Arrow Greentech Limited","ARROWGREEN","P&F | F.A","-0.63%","565.4","18,123"
"996","DEEDEV","DEEDEV","P&F | F.A","-0.63%","377.95","233,349"
"1022","Gufic Biosciences Limited","GUFICBIO","P&F | F.A","-0.63%","354.15","19,285"
"1024","Royal Orchid Hotels Limited","ROHLTD","P&F | F.A","-0.63%","353.7","34,390"
"1335","Marksans Pharma Limited","MARKSANS","P&F | F.A","-0.63%","187.97","543,248"
"1689","RattanIndia Enterprises Ltd","RTNINDIA","P&F | F.A","-0.63%","78.38","821,744"
"329","Radico Khaitan Limited","RADICO","P&F | F.A","-0.64%","1658","28,399"
"497","Just Dial Limited","JUSTDIAL","P&F | F.A","-0.64%","1003.2","88,982"
"1374","Credo Brands Marketing Ltd","MUFTI","P&F | F.A","-0.64%","171.08","53,957"
"1512","Worth Peripherals Ltd","WORTH","P&F | F.A","-0.64%","125.14","4,393"
"1725","Texmo Pipes And Products Limited","TEXMOPIPES","P&F | F.A","-0.64%","72.47","30,457"
"722","Maharashtra Seamless Limited","MAHSEAMLES","P&F | F.A","-0.65%","639","69,195"
"946","Sigma Solve Ltd","SIGMA","P&F | F.A","-0.65%","421.4","4,221"
"447","Agarwal Industrial Corporation Limited","AGARIND","P&F | F.A","-0.66%","1191.95","16,883"
"487","Tata Technologies Ltd","TATATECH","P&F | F.A","-0.66%","1026.55","399,408"
"571","Suven Pharmaceuticals Ltd","SUVENPHAR","P&F | F.A","-0.66%","842.5","30,423"
"628","Goa Carbon Limited","GOACARBON","P&F | F.A","-0.66%","758.85","18,942"
"839","Abans Holdings Ltd","AHL","P&F | F.A","-0.66%","524.9","35,474"
"133","Beml Limited","BEML","P&F | F.A","-0.67%","5025","161,690"
"516","Alembic Pharmaceuticals Limited","APLLTD","P&F | F.A","-0.67%","979.95","76,504"
"1602","Manaksia Limited","MANAKSIA","P&F | F.A","-0.67%","97.28","47,002"
"1736","One Point One Solutions Ltd","ONEPOINT","P&F | F.A","-0.67%","69.41","220,813"
"125","Fine Organic Industries Ltd","FINEORG","P&F | F.A","-0.68%","5311.05","10,798"
"265","Poly Medicure Limited","POLYMED","P&F | F.A","-0.68%","2094.15","22,428"
"749","Sree Rayalaseema Hi-strength Hypo Limited","SRHHYPOLTD","P&F | F.A","-0.68%","608.25","15,317"
"781","Jubilant Foodworks Limited","JUBLFOOD","P&F | F.A","-0.68%","578.1","314,746"
"1196","Bharat Wire Ropes Limited","BHARATWIRE","P&F | F.A","-0.68%","248.3","51,160"
"1340","TVS Supply Chain Solutions Ltd","TVSSCS","P&F | F.A","-0.68%","186.3","226,090"
"1671","Digjam Ltd","DIGJAMLMTD","P&F | F.A","-0.68%","82","252"
"238","Rolex Rings Ltd","ROLEXRINGS","P&F | F.A","-0.69%","2405.4","4,656"
"831","Avalon Technologies Ltd","AVALON","P&F | F.A","-0.69%","528.05","25,919"
"110","Kirloskar Industries Limited","KIRLOSIND","P&F | F.A","-0.7%","6009.95","1,208"
"159","HDFC Asset Management Company Ltd","HDFCAMC","P&F | F.A","-0.7%","4139.85","136,662"
"463","Authum Investment & Infrastructure Ltd","AIIL","P&F | F.A","-0.7%","1113.45","8,516"
"583","Agro Tech Foods Limited","ATFL","P&F | F.A","-0.7%","831.95","16,812"
"89","The Orissa Minerals Development Company Limited","ORISSAMINE","P&F | F.A","-0.71%","7376","9,802"
"551","Mangalam Cement Limited","MANGLMCEM","P&F | F.A","-0.71%","878.85","8,234"
"1096","Fino Payments Bank Ltd","FINOPB","P&F | F.A","-0.71%","306.8","23,007"
"1301","Gulshan Polyols Limited","GULPOLY","P&F | F.A","-0.71%","203.3","33,681"
"1360","Indian Energy Exchange Ltd","IEX","P&F | F.A","-0.71%","175.87","2,745,751"
"1369","Ucal Ltd","UCAL","P&F | F.A","-0.71%","172.44","12,292"
"1482","Gujarat Ambuja Exports Limited","GAEL","P&F | F.A","-0.71%","134.52","259,778"
"1495","Saurashtra Cement Ltd","SAURASHCEM","P&F | F.A","-0.71%","132","84,172"
"351","Ganesha Ecosphere Limited","GANECOS","P&F | F.A","-0.72%","1545.8","22,156"
"1355","Goldiam International Limited","GOLDIAM","P&F | F.A","-0.72%","179.29","139,648"
"1524","Pudumjee Paper Products Limited","PDMJEPAPER","P&F | F.A","-0.73%","121.69","134,763"
"1676","SBFC Finance Ltd","SBFC","P&F | F.A","-0.73%","81.3","432,615"
"1748","NACL Industries Ltd","NACLIND","P&F | F.A","-0.73%","67.04","48,976"
"1772","Spl Industries Limited","SPLIL","P&F | F.A","-0.73%","61.26","18,038"
"100","Astrazeneca Pharma India Limited","ASTRAZEN","P&F | F.A","-0.74%","6700","1,708"
"140","Nuvama Wealth Management Ltd","NUVAMA","P&F | F.A","-0.74%","4768","8,787"
"548","eMudhra Ltd","EMUDHRA","P&F | F.A","-0.74%","887.9","456,197"
"553","Jk Lakshmi Cement Limited","JKLAKSHMI","P&F | F.A","-0.74%","875.25","21,263"
"799","Jindal Saw Limited","JINDALSAW","P&F | F.A","-0.74%","559.6","206,625"
"849","Mishra Dhatu Nigam Ltd","MIDHANI","P&F | F.A","-0.74%","512.85","593,016"
"1025","Borosil Ltd","BOROLTD","P&F | F.A","-0.74%","353.25","69,676"
"1165","Star Paper Mills Limited","STARPAPER","P&F | F.A","-0.74%","261.85","18,239"
"1193","Kcp Limited","KCP","P&F | F.A","-0.74%","250.39","272,410"
"1267","Dhunseri Tea & Industries Limited","DTIL","P&F | F.A","-0.74%","220.52","2,725"
"1423","Navneet Education Limited","NAVNETEDUL","P&F | F.A","-0.74%","152.83","51,308"
"1441","Tribhovandas Bhimji Zaveri Limited","TBZ","P&F | F.A","-0.74%","147.42","342,674"
"345","Patanjali Foods Ltd","PATANJALI","P&F | F.A","-0.75%","1580.95","90,575"
"649","Atul Auto Limited","ATULAUTO","P&F | F.A","-0.75%","730.2","255,690"
"738","Surya Roshni Limited","SURYAROSNI","P&F | F.A","-0.75%","620.4","36,613"
"957","Gujarat Mineral Development Corporation Limited","GMDCLTD","P&F | F.A","-0.75%","414.2","584,681"
"174","Garware Technical Fibres Ltd","GARFIBRES","P&F | F.A","-0.76%","3760.9","3,722"
"441","Tci Express Limited","TCIEXP","P&F | F.A","-0.76%","1210","12,374"
"711","Shilpa Medicare Limited","SHILPAMED","P&F | F.A","-0.76%","653.6","76,200"
"948","Stel Holdings Limited","STEL","P&F | F.A","-0.76%","419.35","1,945"
"1291","Anant Raj Global Ltd","TARC","P&F | F.A","-0.76%","209.86","291,534"
"1321","Anjani Portland Cement Ltd.-$","APCL","P&F | F.A","-0.76%","195.65","3,984"
"1666","Krebs Biochemicals And Industries Limited","KREBSBIO","P&F | F.A","-0.76%","83.18","7,052"
"1707","Commercial Syn Bags Ltd","COMSYN","P&F | F.A","-0.76%","75.73","27,348"
"166","Timken India Limited","TIMKEN","P&F | F.A","-0.77%","4023.8","15,288"
"280","MTAR Technologies Ltd","MTARTECH","P&F | F.A","-0.77%","1959.5","45,845"
"1367","Om Infra Ltd","OMINFRAL","P&F | F.A","-0.77%","172.99","24,326"
"1655","Sah Polymers Ltd","SAH","P&F | F.A","-0.77%","87.44","21,558"
"1727","Vascon Engineers Limited","VASCONEQ","P&F | F.A","-0.77%","72.12","592,646"
"1804","Suzlon Energy Limited","SUZLON","P&F | F.A","-0.77%","54.21","8,499,191"
"297","KPIT Technologies Ltd","KPITTECH","P&F | F.A","-0.78%","1851","873,524"
"905","HLE Glascoat Ltd","HLEGLAS","P&F | F.A","-0.78%","456.65","29,196"
"1680","AGS Transact Technologies Ltd","AGSTRA","P&F | F.A","-0.78%","80.6","162,675"
"593","Relaxo Footwears Limited","RELAXO","P&F | F.A","-0.79%","818","29,513"
"754","Rajratan Global Wire Ltd","RAJRATAN","P&F | F.A","-0.79%","603.15","21,852"
"757","Kalyani Forge Limited","KALYANIFRG","P&F | F.A","-0.79%","601","929"
"901","NIIT Learning Systems Ltd","NIITMTS","P&F | F.A","-0.79%","459.55","68,433"
"1264","Zuari Agro Chemicals Limited","ZUARI","P&F | F.A","-0.79%","222","103,581"
"1311","Karur Vysya Bank Limited","KARURVYSYA","P&F | F.A","-0.79%","197.99","331,338"
"1797","Orissa Bengal Carrier Ltd","OBCL","P&F | F.A","-0.79%","56.3","12,563"
"121","LTI Mindtree Ltd","LTIM","P&F | F.A","-0.8%","5528","88,581"
"185","Godrej Properties Limited","GODREJPROP","P&F | F.A","-0.8%","3235.95","113,197"
"248","N. B. I. Industrial Finance Company Limited","NBIFIN","P&F | F.A","-0.8%","2281","648"
"671","Bikaji Foods International Ltd","BIKAJI","P&F | F.A","-0.8%","702.1","64,249"
"685","PSP Projects","PSPPROJECT","P&F | F.A","-0.8%","685.75","15,431"
"1117","MAS Financial Services Ltd","MASFIN","P&F | F.A","-0.8%","292.8","40,896"
"1316","Prakash Industries Limited","PRAKASH","P&F | F.A","-0.8%","196.78","432,637"
"416","Fiem Industries Limited","FIEMIND","P&F | F.A","-0.81%","1336.95","30,549"
"867","Sumitomo Chemical India Ltd","SUMICHEM","P&F | F.A","-0.81%","498.55","102,833"
"1058","Housing and Urban Development Corporation","HUDCO","P&F | F.A","-0.81%","331.3","7,497,143"
"1064","Vaibhav Global Limited","VAIBHAVGBL","P&F | F.A","-0.81%","326.2","73,376"
"1164","Orient Electric Ltd","ORIENTELEC","P&F | F.A","-0.81%","263","54,360"
"228","NGL Fine Chem Ltd","NGLFINE","P&F | F.A","-0.82%","2582","3,265"
"370","Clean Science & Technology Ltd","CLEAN","P&F | F.A","-0.82%","1481.15","26,200"
"688","Gujarat Narmada Valley Fertilizers And Chemicals Limited","GNFC","P&F | F.A","-0.82%","680.35","420,654"
"1121","Nahar Poly Films Limited","NAHARPOLY","P&F | F.A","-0.82%","290.14","28,168"
"1247","Apex Frozen Foods","APEX","P&F | F.A","-0.82%","226.89","45,634"
"1703","Dwarikesh Sugar Industries Limited","DWARKESH","P&F | F.A","-0.82%","76.01","665,387"
"1826","ESAF Small Finance Bank Ltd","ESAFSFB","P&F | F.A","-0.82%","51.8","217,907"
"696","Monte Carlo Fashions Limited","MONTECARLO","P&F | F.A","-0.83%","669.65","18,819"
"764","Avanti Feeds Limited","AVANTIFEED","P&F | F.A","-0.83%","596.65","197,464"
"850","Vimta Labs Limited","VIMTALABS","P&F | F.A","-0.83%","511.85","17,399"
"1783","NMDC Steel Ltd","NSLNISP","P&F | F.A","-0.83%","59.55","3,075,896"
"245","BSE (Bombay stock exchange)","BSE","P&F | F.A","-0.84%","2343.95","187,307"
"597","India Tourism Development Corporation Ltd","ITDC","P&F | F.A","-0.84%","811.75","62,740"
"695","Genesys International Corporation Limited","GENESYS","P&F | F.A","-0.84%","670.5","64,939"
"1157","Laxmi Organic Industries Ltd","LXCHEM","P&F | F.A","-0.84%","265.75","384,809"
"1248","Rashtriya Chemicals And Fertilizers Limited","RCF","P&F | F.A","-0.84%","226.45","3,933,184"
"1396","Greaves Cotton Limited","GREAVESCOT","P&F | F.A","-0.84%","164.68","1,104,687"
"1584","Jullundur Motor Agency (delhi) Limited","JMA","P&F | F.A","-0.84%","102.75","10,414"
"1213","Rbl Bank Limited","RBLBANK","P&F | F.A","-0.85%","243.95","1,018,474"
"326","Dhanuka Agritech Limited","DHANUKA","P&F | F.A","-0.86%","1685.3","12,296"
"740","Hariom Pipe Industries Ltd","HARIOMPIPE","P&F | F.A","-0.86%","619.6","51,063"
"978","Eveready Industries India Limited","EVEREADY","P&F | F.A","-0.86%","388","48,217"
"1450","Bhansali Engineering Polymers Limited","BEPL","P&F | F.A","-0.86%","142.6","1,751,280"
"336","Bharat Forge Limited","BHARATFORG","P&F | F.A","-0.87%","1604.85","195,538"
"375","Apollo Sindoori Hotels Limited","APOLSINHOT","P&F | F.A","-0.87%","1452","938"
"1686","The Byke Hospitality Ltd","BYKE","P&F | F.A","-0.87%","78.9","10,050"
"1756","Allcargo Logistics Limited","ALLCARGO","P&F | F.A","-0.87%","63.97","870,837"
"173","Pi Industries Limited","PIIND","P&F | F.A","-0.88%","3866.9","63,096"
"863","Chambal Fertilizers & Chemicals Limited","CHAMBLFERT","P&F | F.A","-0.88%","500.5","834,265"
"882","Syrma SGS Technology Ltd","SYRMA","P&F | F.A","-0.88%","483","81,676"
"1417","Precision Wires India Limited","PRECWIRE","P&F | F.A","-0.88%","155.39","117,685"
"1461","Alkali Metals Limited","ALKALI","P&F | F.A","-0.88%","139.3","4,401"
"236","Netweb Technologies India Ltd","NETWEB","P&F | F.A","-0.89%","2450","73,726"
"258","Zydus Wellness Limited","ZYDUSWELL","P&F | F.A","-0.89%","2158.15","9,914"
"353","Mazda Limited","MAZDA","P&F | F.A","-0.89%","1543.45","5,729"
"883","Medicamen Biotech Ltd","MEDICAMEQ","P&F | F.A","-0.89%","482.5","3,399"
"1007","Heranba Industries Ltd","HERANBA","P&F | F.A","-0.89%","366.5","37,437"
"149","Ingersoll Rand (india) Limited","INGERRAND","P&F | F.A","-0.9%","4392.2","9,592"
"713","Avadh Sugar & Energy","AVADHSUGAR","P&F | F.A","-0.9%","652.35","34,484"
"755","Aarti Pharmalabs Ltd","AARTIPHARM","P&F | F.A","-0.9%","603","44,234"
"1624","Gillanders Arbuthnot & Company Limited","GILLANDERS","P&F | F.A","-0.9%","92.19","3,030"
"234","TCPL Packaging Ltd","TCPLPACK","P&F | F.A","-0.91%","2514.55","1,424"
"275","Gland Pharma Ltd","GLAND","P&F | F.A","-0.91%","2013.25","24,103"
"573","Glenmark Life Sciences Ltd","GLS","P&F | F.A","-0.91%","840.6","240,025"
"494","Kalyani Steels Limited","KSL","P&F | F.A","-0.92%","1015","34,819"
"675","Aarti Surfactants Ltd","AARTISURF","P&F | F.A","-0.92%","699.6","6,700"
"870","Prakash Pipes Ltd","PPL","P&F | F.A","-0.92%","496.45","49,614"
"1242","Tilaknagar Industries Limited","TI","P&F | F.A","-0.92%","230.65","157,579"
"1390","Tata Steel Limited","TATASTEEL","P&F | F.A","-0.92%","167.14","10,814,046"
"1486","Prime Focus Limited","PFOCUS","P&F | F.A","-0.92%","133.74","54,870"
"1670","The Ugar Sugar Works Limited","UGARSUGAR","P&F | F.A","-0.92%","82","107,484"
"801","Graphite India Limited","GRAPHITE","P&F | F.A","-0.93%","556.3","157,426"
"1262","Steel Strips Wheels Limited","SSWL","P&F | F.A","-0.93%","222.56","99,799"
"1348","The State Trading Corporation Of India Limited","STCINDIA","P&F | F.A","-0.93%","182.7","103,009"
"1510","Fedbank Financial Services Ltd","FEDFINA","P&F | F.A","-0.93%","125.78","68,709"
"1607","NDL Ventures Ltd","NDLVENTURE","P&F | F.A","-0.93%","96.04","2,680"
"1790","Coral India Finance & Housing Ltd","CORALFINAC","P&F | F.A","-0.93%","56.74","24,429"
"331","Bharat Dynamics Ltd","BDL","P&F | F.A","-0.94%","1649.95","585,543"
"828","Dilip Buildcon Limited","DBL","P&F | F.A","-0.94%","529.75","103,915"
"974","Sterling Tools Limited","STERTOOLS","P&F | F.A","-0.94%","393.1","19,561"
"1184","Pakka Ltd","PAKKA","P&F | F.A","-0.94%","252.55","38,661"
"1204","Gujarat Industries Power Company Limited","GIPCL","P&F | F.A","-0.94%","246.46","228,797"
"1209","Indostar Capital Finance Ltd","INDOSTAR","P&F | F.A","-0.94%","245.26","29,953"
"117","Power Mech Projects Limited","POWERMECH","P&F | F.A","-0.95%","5730","51,353"
"756","Ccl Products (india) Limited","CCL","P&F | F.A","-0.95%","602.6","32,603"
"919","Apcotex Industries Limited","APCOTEXIND","P&F | F.A","-0.95%","442.3","7,784"
"981","Venus Remedies Limited","VENUSREM","P&F | F.A","-0.95%","385","53,507"
"998","Delhivery Ltd","DELHIVERY","P&F | F.A","-0.95%","374.8","550,746"
"1380","Gokul Agro Resources Limited","GOKULAGRO","P&F | F.A","-0.96%","169.78","39,432"
"1382","Prism Johnson Ltd","PRSMJOHNSN","P&F | F.A","-0.96%","169.4","84,937"
"164","V.s.t Tillers Tractors Limited","VSTTILLERS","P&F | F.A","-0.97%","4060","1,779"
"169","Cummins India Limited","CUMMINSIND","P&F | F.A","-0.97%","3915.6","218,130"
"197","Galaxy Surfactants Ltd","GALAXYSURF","P&F | F.A","-0.97%","2934.25","2,684"
"341","Birla Corporation Limited","BIRLACORPN","P&F | F.A","-0.97%","1591","13,368"
"378","GMM Pfaudler Ltd","GMMPFAUDLR","P&F | F.A","-0.97%","1443","74,170"
"613","Carysil Ltd","CARYSIL","P&F | F.A","-0.97%","785","34,205"
"884","N R Agarwal Industries Ltd","NRAIL","P&F | F.A","-0.97%","481.3","3,055"
"1481","Nahar Industrial Enterprises Limited","NAHARINDUS","P&F | F.A","-0.97%","134.66","6,850"
"1829","Raj Oil Mills Ltd","ROML","P&F | F.A","-0.97%","51","471"
"199","Ethos Ltd","ETHOSLTD","P&F | F.A","-0.98%","2923.85","10,397"
"622","Gujarat Alkalies And Chemicals Limited","GUJALKALI","P&F | F.A","-0.98%","770.5","15,427"
"1649","Hilton Metal Forging Limited","HILTON","P&F | F.A","-0.98%","88.21","126,275"
"309","Tega Industries Ltd","TEGA","P&F | F.A","-1%","1766.85","11,517"
"1163","Chemcon Speciality Chemicals Ltd","CHEMCON","P&F | F.A","-1%","263.1","16,205"
"537","Ramkrishna Forgings Limited","RKFORGE","P&F | F.A","-1.01%","911.1","313,837"
"650","Spandana Sphoorty Financial Ltd","SPANDANA","P&F | F.A","-1.01%","729.35","48,035"
"1223","BLS E-Services Ltd","BLSE","P&F | F.A","-1.01%","239.1","83,205"
"1728","Nitco Limited","NITCO","P&F | F.A","-1.01%","71.71","38,800"
"603","Welspun Investments And Commercials Limited","WELINV","P&F | F.A","-1.02%","799.55","158"
"769","The Indian Hotels Company Limited","INDHOTEL","P&F | F.A","-1.02%","588","966,081"
"1379","Inox Wind Limited","INOXWIND","P&F | F.A","-1.02%","170","7,107,195"
"875","Bhartiya International Limited","BIL","P&F | F.A","-1.03%","490","347"
"1018","Knr Constructions Limited","KNRCON","P&F | F.A","-1.03%","360.15","347,558"
"1067","Allied Blenders & Distillers Ltd","ABDL","P&F | F.A","-1.03%","325.9","262,921"
"1643","GHCL Textiles Ltd","GHCLTEXTIL","P&F | F.A","-1.03%","89.8","97,426"
"44","Wendt (india) Limited","WENDT","P&F | F.A","-1.04%","15922.75","54"
"231","Eclerx Services Limited","ECLERX","P&F | F.A","-1.04%","2527.5","13,029"
"1088","Greenply Industries Limited","GREENPLY","P&F | F.A","-1.04%","310.4","52,536"
"1140","SIGNPOST","SIGNPOST","P&F | F.A","-1.04%","276.3","8,580"
"210","Grasim Industries Limited","GRASIM","P&F | F.A","-1.05%","2813.75","718,081"
"328","Titagarh Rail Systems Ltd","TITAGARH","P&F | F.A","-1.05%","1670.7","320,884"
"332","Centum Electronics Limited","CENTUM","P&F | F.A","-1.05%","1630","4,385"
"885","Pavna Industries Ltd","PAVNAIND","P&F | F.A","-1.05%","479.95","1,548"
"1777","Barak Valley Cements Limited","BVCL","P&F | F.A","-1.05%","60.27","8,384"
"352","Privi Speciality Chemicals Ltd","PRIVISCL","P&F | F.A","-1.06%","1544.6","8,178"
"531","Eih Associated Hotels Limited","EIHAHOTELS","P&F | F.A","-1.06%","921.45","8,960"
"913","RPTECH","RPTECH","P&F | F.A","-1.06%","445.1","200,474"
"1090","Vls Finance Limited","VLSFINANCE","P&F | F.A","-1.06%","308.85","27,874"
"943","Iol Chemicals And Pharmaceuticals Limited","IOLCP","P&F | F.A","-1.07%","423.55","55,450"
"1448","Touchwood Entertainment Ltd","TOUCHWOOD","P&F | F.A","-1.07%","142.74","5,499"
"643","Ajmera Realty & Infra India Limited","AJMERA","P&F | F.A","-1.08%","739.45","19,748"
"751","Savita Oil Technologies Limited","SOTL","P&F | F.A","-1.08%","606.95","85,778"
"374","Ahluwalia Contracts (india) Limited","AHLUCONT","P&F | F.A","-1.09%","1454.5","64,383"
"485","Polyplex Corporation Limited","POLYPLEX","P&F | F.A","-1.09%","1030.65","42,407"
"1109","Balmer Lawrie & Company Limited","BALMLAWRIE","P&F | F.A","-1.09%","298.7","289,342"
"112","Coforge (Niit Tech)","COFORGE","P&F | F.A","-1.1%","5911.7","177,056"
"521","The Hi-tech Gears Limited","HITECHGEAR","P&F | F.A","-1.1%","960","3,779"
"1410","Lambodhara Textiles Limited","LAMBODHARA","P&F | F.A","-1.1%","157.5","3,466"
"377","PB Fintech Ltd","POLICYBZR","P&F | F.A","-1.11%","1448","116,367"
"440","Happy Forgings Ltd","HAPPYFORGE","P&F | F.A","-1.11%","1216.85","13,591"
"1637","Sikko Industries Ltd","SIKKO","P&F | F.A","-1.11%","90.31","4,897"
"458","Godawari Power And Ispat Limited","GPIL","P&F | F.A","-1.12%","1133.15","70,427"
"579","Jindal Photo Limited","JINDALPHOT","P&F | F.A","-1.12%","834","3,220"
"1205","Entertainment Network (india) Limited","ENIL","P&F | F.A","-1.12%","246.45","14,668"
"1351","The Investment Trust of India Ltd","THEINVEST","P&F | F.A","-1.12%","180.5","10,494"
"1572","AAA Technologies Ltd","AAATECH","P&F | F.A","-1.12%","109.1","3,412"
"272","United Breweries Limited","UBL","P&F | F.A","-1.13%","2041.85","55,354"
"804","Ghcl Limited","GHCL","P&F | F.A","-1.13%","555.6","52,671"
"1515","Madras Fertilizers Limited","MADRASFERT","P&F | F.A","-1.13%","123.94","436,470"
"662","Swan Energy Limited","SWANENERGY","P&F | F.A","-1.14%","709.7","778,888"
"780","Vrl Logistics Limited","VRLLOG","P&F | F.A","-1.14%","580","15,492"
"814","Kamdhenu Limited","KAMDHENU","P&F | F.A","-1.14%","544","21,770"
"900","CSL Finance Ltd","CSLFINANCE","P&F | F.A","-1.14%","459.95","5,745"
"263","Jash Engineering Ltd","JASH","P&F | F.A","-1.15%","2108","5,272"
"286","Johnson Controls-Hitachi Air Condition. India Ltd","JCHAC","P&F | F.A","-1.15%","1920.4","22,082"
"1127","Shalby Ltd","SHALBY","P&F | F.A","-1.15%","284.6","141,994"
"1219","Tv Today Network Limited","TVTODAY","P&F | F.A","-1.15%","240.68","39,115"
"1252","Premier Polyfilm Limited","PREMIERPOL","P&F | F.A","-1.15%","225.07","19,125"
"512","Ganesh Housing Corporation Limited","GANESHHOUC","P&F | F.A","-1.16%","993.95","75,933"
"776","Andhra Paper Ltd","ANDHRAPAP","P&F | F.A","-1.16%","584.05","48,905"
"859","Innova Captab Ltd","INNOVACAP","P&F | F.A","-1.16%","505.75","11,996"
"1409","Emkay Global Financial Services Limited","EMKAY","P&F | F.A","-1.16%","158.5","6,960"
"1094","Rajesh Exports Limited","RAJESHEXPO","P&F | F.A","-1.17%","307.5","322,132"
"786","Axiscades Engineering Technologies Limited","AXISCADES","P&F | F.A","-1.18%","570","44,965"
"914","Heubach Colorants India Ltd","HEUBACHIND","P&F | F.A","-1.18%","445","13,865"
"1257","Global Surfaces Ltd","GSLSU","P&F | F.A","-1.18%","223.75","41,484"
"1582","Orient Press Limited","ORIENTLTD","P&F | F.A","-1.19%","103.41","3,034"
"442","Excel Industries Limited","EXCELINDUS","P&F | F.A","-1.2%","1207.9","12,170"
"736","Apollo Pipes Ltd","APOLLOPIPE","P&F | F.A","-1.2%","621.55","18,158"
"1055","Aster DM Healthcare Ltd","ASTERDM","P&F | F.A","-1.2%","333.05","228,317"
"1598","Manali Petrochemicals Limited","MANALIPETC","P&F | F.A","-1.2%","97.99","479,805"
"1791","Orient Paper & Industries Limited","ORIENTPPR","P&F | F.A","-1.2%","56.73","701,311"
"720","Landmark Cars Ltd","LANDMARK","P&F | F.A","-1.21%","642.3","56,691"
"835","Chemplast Sanmar Ltd","CHEMPLASTS","P&F | F.A","-1.21%","526.85","29,460"
"958","Sahyadri Industries Ltd","SAHYADRI","P&F | F.A","-1.21%","413.85","1,006"
"1286","Kirloskar Electric Company Limited","KECL","P&F | F.A","-1.21%","211.5","458,627"
"1389","Kuantum Papers Ltd","KUANTUM","P&F | F.A","-1.21%","167.25","33,830"
"186","V-mart Retail Limited","VMART","P&F | F.A","-1.22%","3235","5,700"
"203","Mastek Limited","MASTEK","P&F | F.A","-1.22%","2907","45,149"
"379","Paras Defence and Space Technologies Ltd","PARAS","P&F | F.A","-1.22%","1443","115,600"
"462","Orchid Pharma Ltd","ORCHPHARMA","P&F | F.A","-1.22%","1115.95","6,988"
"1179","Prime Securities Limited","PRIMESECU","P&F | F.A","-1.22%","253.29","13,733"
"271","Alkyl Amines Chemicals Limited","ALKYLAMINE","P&F | F.A","-1.23%","2050.1","10,852"
"574","Shaily Engineering Plastics Ltd","SHAILY","P&F | F.A","-1.23%","840.55","16,476"
"595","Rategain Travel Technologies Ltd","RATEGAIN","P&F | F.A","-1.23%","814","142,391"
"697","Associated Alcohols & Breweries Ltd","ASALCBR","P&F | F.A","-1.23%","668.85","31,086"
"739","Repro India Limited","REPRO","P&F | F.A","-1.23%","619.85","7,861"
"1377","Le Travenues Technology Ltd","IXIGO","P&F | F.A","-1.23%","170.11","891,838"
"50","Grp Limited","GRPLTD","P&F | F.A","-1.24%","13860","140"
"120","Basf India Limited","BASF","P&F | F.A","-1.24%","5568","7,242"
"161","Kaynes Technology India Ltd","KAYNES","P&F | F.A","-1.24%","4091.6","40,154"
"1224","S Chand and Company Limited","SCHAND","P&F | F.A","-1.24%","237.83","22,034"
"745","D-link (india) Limited","DLINKINDIA","P&F | F.A","-1.25%","614.75","345,699"
"952","Himadri Speciality Chemical Limited","HSCL","P&F | F.A","-1.25%","415.35","273,741"
"1460","Maan Aluminium Limited","MAANALU","P&F | F.A","-1.25%","139.89","27,754"
"763","Linc Ltd","LINC","P&F | F.A","-1.26%","597.65","7,374"
"1017","Seshasayee Paper And Boards Limited","SESHAPAPER","P&F | F.A","-1.26%","360.4","37,765"
"1416","SMC Global Securities Ltd","SMCGLOBAL","P&F | F.A","-1.26%","155.41","72,493"
"723","Roto Pumps Ltd","ROTO","P&F | F.A","-1.27%","639","56,487"
"732","Hercules Hoists Limited","HERCULES","P&F | F.A","-1.27%","627.3","66,886"
"1015","Talbros Automotive Components Limited","TALBROAUTO","P&F | F.A","-1.27%","361.9","176,790"
"1060","Laxmi Goldorna House Ltd","LGHL","P&F | F.A","-1.27%","330.1","296"
"411","Emcure Pharmaceuticals Ltd","EMCURE","P&F | F.A","-1.28%","1345","252,787"
"578","Aegis Logistics Ltd","AEGISLOG","P&F | F.A","-1.28%","835","130,774"
"838","Suprajit Engineering Limited","SUPRAJIT","P&F | F.A","-1.28%","524.95","92,999"
"1503","Mangalore Chemicals & Fertilizers Limited","MANGCHEFER","P&F | F.A","-1.29%","130.4","88,801"
"1647","Exxaro Tiles Ltd","EXXARO","P&F | F.A","-1.29%","89","53,979"
"62","Solar Industries India Limited","SOLARINDS","P&F | F.A","-1.3%","11840.9","20,168"
"1202","Popular Vehicles & Services Ltd","PVSL","P&F | F.A","-1.3%","246.59","18,921"
